UUID;OBJEKTART;OBJEKTKLASSE_TLM;KUNSTBAUTE;NAME_UUID;NAME;STATUS;SPRACHCODE;NAMEN_TYP;NAMENGRUPPE_UUID;E;N;Z
{CD715DD1-D64C-479B-AFBC-F60B498180AF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{DB4CDBCF-6D16-4B8D-877E-349E637E0263};Waldbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2659526;1217808;527
{10B7F5D2-D1C1-4A23-AB36-D094F78E7D35};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{DB4CDBCF-6D16-4B8D-877E-349E637E0263};Waldbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2625779;1246281;774
{8FCD6A09-8E63-4F2E-9A2C-B720B9FCC7F9};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{DB4CDBCF-6D16-4B8D-877E-349E637E0263};Waldbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2625955;1186394;983
{B743AF6B-CAAE-4305-BBD5-A555A088991A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{DB4CDBCF-6D16-4B8D-877E-349E637E0263};Waldbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2660562;1218476;558
{A7BFB1CD-4253-4CA0-9F26-8A6A43BB6260};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{4418EE1D-39FB-4452-B2A5-B8985B598C29};Grand Bisse de St-Jean;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2611210;1115907;1379
{96253095-B1E5-4CF2-A642-B13B40160CAD};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{5FCB616B-820D-4ACC-9944-C3AA42903E2D};Ron;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2644997;1224860;498
{3D6945DB-A1AD-40CC-A473-F3F1F81F0191};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{5FCB616B-820D-4ACC-9944-C3AA42903E2D};Ron;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2664046;1220497;512
{CD30EE26-E6DC-4C06-A59C-B450051E2D1C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{5FCB616B-820D-4ACC-9944-C3AA42903E2D};Ron;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2670024;1216692;415
{AE7E5241-BB64-40B4-9419-DEF0E7DAC2EA};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{ED0AE7EC-65E1-4469-9FA2-25379822872E};Latrejebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2626900;1161887;1514
{FA1E87DB-9FD1-4464-9708-34E769723CD1};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{ED0AE7EC-65E1-4469-9FA2-25379822872E};Latrejebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2625142;1163436;1093
{60A494E3-A771-4177-9F5F-AA15E40E1C52};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{22AA7B3C-F677-4E10-BFC8-AA41B377B3A2};Ri dei Canicc;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2697490;1137876;1587
{1D3AE93C-D8F4-423E-981F-1EF81412F6F7};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{A24B69D5-8E8E-45BA-920B-DF4CA9B3CD85};Steiglebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2636687;1187846;1102
{1FE78A95-BAB7-4553-9867-DCCE9AC3DAA2};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{F8EA6550-962B-49F0-B2AD-A8A35D876173};Schüss;offiziell;Hochdeutsch inkl. Lokalsprachen;Endonym;{2CDDEA18-7996-432D-8230-E4E36A0114DB};2586962;1221667;438
{1FE78A95-BAB7-4553-9867-DCCE9AC3DAA2};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{27B9FA97-26BE-4272-A90A-EE9F4A2BC269};La Suze;fremd;Franzoesisch inkl. Lokalsprachen;Exonym;{2CDDEA18-7996-432D-8230-E4E36A0114DB};2586962;1221667;438
{1D81A5A9-B2B7-4FFD-883E-C00028E9EBE8};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{29E50BC9-4FE2-4984-B60C-130E440FDEA8};Chartalp Bach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2734681;1213307;1784
{C1233A61-AC9D-4C8E-AAE7-ACC9D4E1A1A6};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{254334DA-595D-4EF8-B44C-789D56753C9A};Itaslerbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2713599;1255305;584
{C9900DBC-143D-4E57-999E-9D024BD31C07};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2249C706-DE3C-485E-935C-FCF19134E9ED};Seez;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2747711;1210255;795
{5214CE7D-6BE1-4C5A-B661-B665D85FD6BB};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{BC3D5AB1-A471-4AED-A6E2-BCE69802A610};Böschengiessen;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2756280;1222897;453
{CBE25464-B803-4E5E-ACAC-1E49C82C5C81};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{78EA08BD-9D81-4A75-869C-1B12178D7861};Bisse de la Tinda;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2612006;1118022;1412
{9801D79C-CD60-4622-B412-108055161AC9};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{19EAE263-C35A-4CA0-AE3E-700D18B0C679};Ri del Torn;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2720121;1158589;2225
{73454722-EA99-49EA-B5B6-20EF82AAFCB2};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{20C586ED-2263-4031-9608-18939B90B946};Sänntumbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2618561;1114868;2419
{E9556A84-81A5-4A63-8742-022B16DC7CA0};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{EF8BD0E0-1143-4C35-BB74-6C2F437526C7};Ruisseau dè Velâ;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2569961;1160893;793
{6BC934AB-3AE8-4537-A468-4547AAEC82D0};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{AC1BB3AE-5F90-484B-8AA3-CC32FD6F4FCF};Sulgenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2599601;1195587;608
{8D8EC39B-7C96-42BF-B40F-38C78D508849};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{AC1BB3AE-5F90-484B-8AA3-CC32FD6F4FCF};Sulgenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2598355;1198567;548
{1C52CDFA-0111-4891-BEBC-B7014EB73044};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0E79BA21-D501-4074-A4D7-67EE795A4DA1};Luteren;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2736672;1234275;928
{B31D055E-0900-43F1-B844-4E7590E3F2BB};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{265EAD9D-CDAE-4A37-9D89-F6C557395F35};Riau Mettraux;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2556396;1154139;759
{23E69DCE-C517-495C-99DE-3756B10C9B91};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{596A64DA-928F-4195-A628-58A9089EDE8A};Wägitaler Aa;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2710582;1220202;722
{AA374DB7-3BBF-48B8-B197-7D4677193523};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{596A64DA-928F-4195-A628-58A9089EDE8A};Wägitaler Aa;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2710334;1226083;438
{47355F75-BFC1-4D96-B8FD-D74C9EC3351D};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{F4BD8921-D684-4840-A6D3-15354CF1FDC3};Ruisseau du Botsalet;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2573080;1185065;588
{FA2D1468-D43C-4F26-AC01-4E9DDA58AB9C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{F4BD8921-D684-4840-A6D3-15354CF1FDC3};Ruisseau du Botsalet;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2577170;1172109;757
{FE81536B-1B47-4DD2-B416-42E10BE32D75};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{A6B3713B-6C5A-439E-A868-3E1DC02B7AEA};La Valletta;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2703975;1132253;1192
{DAEAB5A6-5DDC-49A5-9AA0-C2FC1C702EFD};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{9A001B09-F135-4057-BB23-4EAE0341EC22};Ruisseau du Rochaudon;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2551060;1185614;457
{ED9CFD8F-FC1D-4236-9708-4AFF82209951};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{689E59FF-D200-4412-A407-D8D954618407};Nessulbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2644011;1125341;1467
{74B19697-A7D0-4ED3-A931-F2F575FA0FFF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{87BF3BB5-F4A3-458E-8015-06AF8E20A109};Merdenson;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2579900;1104521;934
{B355F953-EC67-4366-870E-393B36C66EA5};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{02CD5B5D-232B-4B2A-9340-FF27051126D6};Gansebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2660212;1211861;504
{1C1BEFF9-53BD-4B0B-BB90-8E324B46F01B};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{F5704AB1-9BE7-49E6-8D53-C909CB601C98};Schisstalbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2700809;1182211;1678
{50F610C4-B191-4EF8-B54F-ADC8E9D322C1};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{94805481-DA28-485C-B25E-D8605C168F3B};Ruisseau d'Esmonts;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2553718;1166297;723
{A48490E0-A5E0-4396-B7F6-5E48B91BD7FE};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{279A0CE2-4B51-4C23-B68B-A095205BB057};Bisse de Pranovè;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2604228;1126063;905
{5B4E495D-4AA7-4536-979C-952E8BC5B20B};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{B5727CB2-C399-4608-98C3-2C5013994456};Radeinbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2752527;1199936;1624
{E6A2E459-C614-410A-AE9F-AD0330680315};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{E852144C-0CA8-4FE9-9237-77DC08F3CB9A};Chobelbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2755489;1236185;465
{17C79533-B0D8-485E-8E78-95CA3F4837D3};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{962203F5-8561-4431-9325-7F56BAB101B3};Schinetabach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2764475;1145096;2306
{EFF24231-BE86-4E83-848C-F3A194C678F6};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{A29DA673-48BD-4542-BC93-5FCEC38BE795};Ruisseau des Epoisats;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2516176;1171318;950
{961912D1-F030-4A67-BCDB-24A8D4415003};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{3C117391-470E-484E-92F7-6B7D7CC21D3A};Ri da Sernel;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2693085;1132905;1154
{DAFCEEB5-AE83-463A-BD8D-BEEC669BC660};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{4156FC33-2BA0-4AFA-BBA7-5E01DDD37CA4};Chummuleitig;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2620360;1126439;856
{DD138FEC-9A9F-4AA2-B6E4-01D771F5AE1F};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{65C89E46-0056-4268-87A4-D190398F9915};Chesselbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2688603;1184386;1481
{10D01760-7159-4A9E-B4DA-A552872A48E6};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{65C89E46-0056-4268-87A4-D190398F9915};Chesselbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2715014;1279083;470
{BA1C18C5-3C49-413C-B1F9-2FDA9FF10890};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{65C89E46-0056-4268-87A4-D190398F9915};Chesselbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2654820;1208666;592
{5A0E986F-FD5C-4556-A741-CC47DCAC3B83};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{65C89E46-0056-4268-87A4-D190398F9915};Chesselbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2761070;1249921;412
{E1AF4804-6606-465F-8755-40097EEA4CB3};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{65C89E46-0056-4268-87A4-D190398F9915};Chesselbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2759256;1250032;444
{8B0722EE-ED0B-421D-BEA5-0E8972EB209F};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{65C89E46-0056-4268-87A4-D190398F9915};Chesselbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2595757;1149602;1240
{68BC02C0-AE82-491A-B1A4-521139AFF783};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{65C89E46-0056-4268-87A4-D190398F9915};Chesselbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2606221;1231734;582
{DCB88989-01EE-4DF7-9F4A-CAA7E0C590B6};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{68FEB923-4F70-41E8-995D-8F0CF4AF9318};Ruisseau des Entreportes;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2524541;1198259;1059
{8CBD77AA-27F1-4112-8CA8-AC816E9FA0D4};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{DCB9BA95-66BB-495C-AE59-E88E433698D9};Stäuberbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2688218;1192175;1034
{34DA8D78-677A-4A05-ABFE-85F6B56F572D};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{AE7004E5-5480-4396-9C8D-B2FD6D90386F};Salabach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2727282;1153762;2304
{047558C9-EA44-42D8-8BD0-B5275C2A5C2A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{AB10190B-8139-4B6D-A021-6AFEE4F24174};La Senoge;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2527633;1158287;464
{1C42758B-9A19-4FB1-BF3F-BA1D4D6A7791};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{AB10190B-8139-4B6D-A021-6AFEE4F24174};La Senoge;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2525048;1158371;563
{E2351D7C-752A-4D86-B928-DD1506ECAE2C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{251489D0-737A-4B7B-879E-BD5D930CCF79};Minster;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2701609;1211248;1021
{8883ECA6-8D19-474B-91AE-0601685A98B4};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{8925EAF4-9501-4454-97B8-DC9974010B93};Iitobelbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2726934;1264497;515
{304A04AA-0CD0-4AD4-A1B1-3C36058E23CD};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{AD2D61B1-82FB-4AD2-92F4-1547A18A4411};Ruisseau des Torry;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2582621;1170043;1315
{0FF0326A-897A-477D-8416-56472B5613FF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{519E8E4D-FDF4-4897-AE78-E32B733396F3};Längibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2652615;1256371;402
{A27BB418-EC79-49E9-BED3-5948A75E97B2};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{D3FEFB7C-2737-4F77-9816-121B0B037142};Gripbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2693070;1224514;827
{2C9E7BE1-C02A-4124-A3DC-A94F5C05F251};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2D83A0CE-0FD7-483E-A393-9BB876872E07};Rio di Ribia;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2685918;1122023;1410
{4051C598-792B-473F-952A-334EF86A3463};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{42EB2E5D-A265-4A16-9415-FEDDFA43B76C};Barougia;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2709876;1140011;416
{643688B2-1D7E-4971-8BAD-F32CB25F2C0D};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{DAB6A60D-7BD6-4DB9-9814-1ACE3665A2C4};Worble;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2608212;1199525;552
{76DED11D-15CB-4D1F-9DAA-F395223B539C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{C53935CB-D98D-481E-BF4F-ED9D5B467463};Tsené de Fontonal;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2587778;1120680;834
{B09A0450-E8DC-4FA7-96F2-69A29F99ADE2};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{BC2DA076-CD19-4A98-8CD0-A237BB1B03BD};Ruisseau de la Cuetze;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2580608;1167573;1201
{E4E38489-5C29-4284-B9D1-AFA3DA7CBA22};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0481FB4A-5EB4-442D-8133-BF88421CB489};Ruisseau le Rio-Berthoud;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2566849;1160634;1006
{920890A7-DE04-4F50-A26B-5F2EC9044939};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{90849074-CC8C-439A-9C53-BC0A3A21C6BD};La Baumine;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2531380;1183619;596
{63C73D77-FFDF-4F47-AEC3-7999E1ABBE4A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{90849074-CC8C-439A-9C53-BC0A3A21C6BD};La Baumine;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2528425;1182691;972
{830D5891-A33B-4494-A4F7-C09413040116};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{969F68AE-1580-4569-9F7B-9E4490FF4FE7};Cassarate;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2718734;1100596;338
{4545761A-F943-48FB-A0A9-EBCC4AAFB4BF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{969F68AE-1580-4569-9F7B-9E4490FF4FE7};Cassarate;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2724478;1105336;805
{115F4EFF-E4FC-4E72-A621-D3266493A377};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{6D5E1226-AA65-47F8-A998-A036254A1255};Ri di Casa Nuova;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2689590;1143642;1857
{AA4CA4DA-5B7C-4655-A0E2-D07F32CB2C04};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{5B88E17C-0F0A-404A-8CF7-413BC6BD3D71};Chloschbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2761261;1147998;2147
{88D2DD49-414B-4DBF-909E-F1645BEDEC3E};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2E08AE6D-30F9-4E06-8BC3-292295D647E7};Ruisseau de la Neuve;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2561836;1149537;1127
{69F18430-91C9-4C78-AD8F-A5EE5B1D9D80};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{F1749E7D-F137-4961-A30A-D704B7353C36};Torrent d'Allèves;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2583477;1091553;2109
{2E1191BD-9F6B-4C64-BBE1-43FB37E44624};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{B5939621-C811-4BB1-B9DE-91533394717E};Reuse de l'Amône;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2572108;1087418;1824
{AF113142-E358-4708-A80C-94FA9A2F64DA};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{D5072889-4837-4751-B1A3-4A5D32742FDF};Ri della Froda;offiziell;Italienisch inkl. Lokalsprachen;Endonym;{0799FCA7-5574-42AB-8CB2-EE85A1918AAB};2718322;1134658;300
{AF113142-E358-4708-A80C-94FA9A2F64DA};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{56E80F06-D84A-4A6B-A5DF-35634A2AFB12};Cascata di Santa Petronilla 3;offiziell;Italienisch inkl. Lokalsprachen;Endonym;{0799FCA7-5574-42AB-8CB2-EE85A1918AAB};2718322;1134658;300
{C77CC1AD-5A6F-4B9B-90B4-A4DEA4603B7C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{1E173509-6589-4D5E-B6EE-1815A870645A};Sihl;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2686672;1229481;540
{37EFC176-D0F1-4CE4-A201-0EDE270EBB76};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{1E173509-6589-4D5E-B6EE-1815A870645A};Sihl;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2708047;1211989;976
{4285B136-B916-4D08-891D-F9EF8F624ADA};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{4A9D36DE-E84C-4F99-A16D-8662BEA677EF};Ruerbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2730084;1248639;701
{08B56C7F-4837-42FB-AC70-76C8A138B694};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{BED61B59-DA94-4F13-B5A3-F0DBDF66CBEC};Chüelbächli;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2592610;1178800;965
{5F189D39-00CA-4C6D-8D97-300490DEA315};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{CA398C44-82D2-41BD-971D-96B10A037D70};Rio de Tissineva;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2583216;1164005;1415
{59C1726D-6C2A-45C9-AE4B-25EA191D2E76};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{7D4F9E56-BCE9-43DE-8194-D987ADD5A417};Grand Bisse de Vex;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2592580;1114557;1377
{77094A8D-9812-4A08-866A-ACDEC471FF8A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{17D8C496-DD7D-4A05-A051-FEF992871794};Ruisseau de l'Erveratte;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2581339;1251252;515
{297934CC-16A5-4BE8-B38C-B28E5A29C5F3};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{B95F7512-551B-428E-BD3D-AAD868239E1E};Ri della Fontana Grande;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2686264;1115997;1035
{9AAE6A6D-C1D1-465A-8828-4E6D79202E53};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{030310B8-5264-4B19-9C3C-DDE4D707AFD6};Eisterli;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2647748;1127989;1695
{B908B1B6-4C55-43D3-800F-F72052440612};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{BC4502BC-FD68-41DF-AADC-A7281C40EC3C};Le Chambet;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2509197;1121915;455
{8C5E49F6-649E-4395-9303-E126F59DCC5F};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{A2DBB1A7-8E9B-4EE3-8637-07C6A45822CA};Hagenaubach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2727518;1260008;546
{BE1CD349-D63C-4F40-9F58-1E19C6B01A7C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{950EA287-AB80-423F-9217-F0A5D112D743};Riau de Ste-Anne;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2559333;1170056;702
{32278E5B-5AB0-49F7-A855-DEEC7AD504C7};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{3403588C-212E-44D9-9C1A-B7E8CE15C725};Ruisseau de Plan la Verna;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2566421;1161134;971
{76E8FC57-40F5-43CF-AE18-D9BCAC942C67};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{AA112CAB-B3BD-41F9-A258-990A37D778E6};Aqua da Palü;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2797844;1139005;2001
{1FB92F9D-4CDE-4FF2-A520-C22FF0017B1A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{AA112CAB-B3BD-41F9-A258-990A37D778E6};Aqua da Palü;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2796375;1138478;2485
{A224BB83-AE9C-4A74-A374-A92F8C989CEB};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{AA112CAB-B3BD-41F9-A258-990A37D778E6};Aqua da Palü;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2799636;1138457;1708
{75CF8BC4-FB07-4ABD-A40E-76D5D3E6CB23};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{1122B5B0-1E9A-4319-B5CC-5420842778AF};Ova da Chaschabella;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2813573;1168177;2077
{52A2138F-12F4-44C6-BED8-7E9C2B1389C8};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{351B324C-2C59-4519-BF5C-EF80B36F90BE};Valater Bach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2728895;1179554;1288
{1506FEF1-9925-4718-87B9-BF4D2CEAAC8E};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{F4B4E7C8-089A-48EA-9570-B735FB44051D};Steinigbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2653046;1142420;1584
