UUID;OBJEKTART;OBJEKTKLASSE_TLM;KUNSTBAUTE;NAME_UUID;NAME;STATUS;SPRACHCODE;NAMEN_TYP;NAMENGRUPPE_UUID;E;N;Z
{F6192747-173D-4A3F-BDDF-F701F6542D88};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{094C2D84-CB96-4A92-B4D6-3D04947F6F16};Le Fleurier;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2534883;1194607;746
{D6D425F6-4011-4B26-8D66-E53E653A5C2B};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{802A14F1-3658-4F56-9C75-2E7CA3D0C8AC};Grener Bach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2720824;1171510;2625
{13E4BA99-F9A6-4304-A05F-52E6383F719A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{802A14F1-3658-4F56-9C75-2E7CA3D0C8AC};Grener Bach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2723450;1171326;2186
{AE01D23A-810A-4DA1-9E43-00F4CC0E0945};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{8E0AF0C8-DABF-44EE-9AD7-472A9FFD172D};Seeblibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2641274;1204260;829
{963F59D5-8589-4C48-A0DF-453BE5831A11};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{26FF08C9-5E32-45CC-878B-6FE3CED64A74};Mirrenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2633815;1156960;1842
{706CDBDB-B477-43D6-B263-CC4AE281E687};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0CDD894B-5C0E-4710-A61A-2FAEE5900DA0};Le Torry;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2501841;1129338;416
{000F9654-D517-47D6-8E67-CBC0582A7CFD};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{301FB6F0-CE01-43B7-BB3D-62B64F3F0C55};Le Petit Hongrin;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2566965;1139345;1369
{E78E68D7-7580-4C39-AE9F-FE707C52D9D0};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{476CAC7A-264B-4BC0-ACBE-F28E41FD05ED};Duliwaldbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2708527;1215064;1164
{D4204FBC-2126-4A2A-88D4-EFF636AD94C7};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2DF19610-727F-49BA-952B-61821DFD8605};Saxbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2744835;1215589;749
{9B34B18A-B777-4146-B47A-7C3829084B94};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{FC412267-050F-46E2-8847-CC020CFAD7ED};Wolfisbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2723172;1196118;1936
{37E743C3-620C-412A-9E1D-383F13B9C08F};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2D058995-43D0-4975-BE5B-1D0B19187961};Chrauchbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2736580;1208228;2002
{B391823C-1529-404F-9CAE-A7EC3B159FA0};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2D058995-43D0-4975-BE5B-1D0B19187961};Chrauchbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2735471;1203181;1269
{E1DD519C-C1FE-4617-929E-33400B3BDE59};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{A5F97AE7-C130-4FF8-B167-24935EA45F0D};Dübach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2636929;1257530;503
{75EA88E7-FC00-4CC6-B116-567FDB3FA71C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{17DA07D9-BE31-4A8F-A86B-0A7DC1645DE7};La Valle;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2698432;1127719;1470
{6E41D23F-E200-4F6C-80BC-AB0F19B05CE4};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{584F8DBF-C009-438C-A081-5C9A417C8A33};Torrent de Sarreyer;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2585574;1101546;1345
{F681F707-150B-417C-A4AA-7E498A123722};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{E2DF4B46-7602-4285-8DA8-9FD78A4B2785};L'Arnon;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2533551;1185578;531
{796224B4-4694-4D07-9DBA-D443C78462EF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{DCC8F5CD-FFED-4D24-9801-85E992B73D26};Gross Bach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2768392;1187281;1462
{F460554A-C73C-4102-A9AD-56A2EBAA1C43};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{51A42343-88B3-4499-8019-5423104B32C3};Ruisseau des Féguelenets;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2583224;1167470;1213
{4B0FD200-440C-41A1-88B4-9D2226A2DE1A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{91261108-DCF3-4706-ABDB-EB8DFA71A805};Le Gavil;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2603904;1104652;1953
{66F66FA5-4E17-4866-8854-E3E9281F64F1};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{E25A6409-CE37-43B3-ACF4-B60B836FB214};Ri del Cascinello;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2707611;1139616;1050
{D8BF500F-BA93-471C-B3BF-E816A75B6C6C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{D5FE84D8-2DB0-4A42-A4AB-B36AF8CFC1B5};Biberenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2604035;1222888;481
{E760120B-B46E-477D-83C1-95185DE31DAD};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{119AB2C4-CB54-442C-8729-576DE3188D5A};Dietfurterbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2723109;1244825;606
{C0907C59-CE39-4E65-9E72-05E4515C2459};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{01050181-F342-42BB-B81B-1E35E25F8C10};Oobisbächli;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2708957;1243002;807
{6AC6233F-5889-42D2-9DE5-4C243FEDB8B2};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{8CED534F-36F0-4AAF-B604-E056FFBCED54};Eglibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2642067;1214159;709
{0F3B77B4-ED47-41D5-8914-E989E54BF2F0};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{5028C2F5-D765-474E-8FD6-377FF664F2CB};Lorzenkanal;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2674501;1229401;393
{96104513-029F-4877-B7B5-8049086B710E};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{5028C2F5-D765-474E-8FD6-377FF664F2CB};Lorzenkanal;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2675717;1228331;401
{BEF61B3E-816A-41D4-B99F-6E4F81EC385A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{7EA9BD06-6C0A-42B2-8CB9-BD493704D14C};Eibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2654299;1200427;1345
{17DCE3BC-5285-4FD2-A31E-9FE057947B10};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{7EA9BD06-6C0A-42B2-8CB9-BD493704D14C};Eibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2637987;1247293;418
{E0BD276F-689F-49ED-93BC-25BC3D4C0B2C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{7EA9BD06-6C0A-42B2-8CB9-BD493704D14C};Eibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2656383;1181763;1020
{26345029-10DA-44E6-A9DF-2501CE3C7945};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{7EA9BD06-6C0A-42B2-8CB9-BD493704D14C};Eibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2633679;1255375;439
{2A8A90E2-66F8-412C-AB6A-4876B186D586};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{7EA9BD06-6C0A-42B2-8CB9-BD493704D14C};Eibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2634982;1252300;520
{14C7CE61-9EE9-47F6-8196-1031B50615DF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2C886AE0-B8DA-4E15-8F0F-506E4FC609F7};Le Corjon;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2559682;1155641;832
{AC14F807-1517-468E-8A7A-422ECB6907BC};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{B4A32083-7B98-488A-950F-825FABB47EF5};Aua da Fedoz;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2777984;1140509;2008
{7982B07D-E694-495F-912D-F661D2574053};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{B27E1BC3-4868-45E5-B55A-614C151F2945};Ruisseau des Pontets;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2574747;1166451;730
{6CD11C45-0636-4998-87D9-85BBCE5A0B43};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{B1BB004B-EB81-4181-960B-756F8237B88D};Ova Sarsura;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2799318;1177195;2002
{E93AF393-446C-4DCD-8D7B-885C899E8793};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{C7DF7829-D167-47FD-BEDA-A3D0F6916FF0};La Douanne;offiziell;Franzoesisch inkl. Lokalsprachen;Endonym;{FFCAFAA6-AF84-4525-AAB4-2CB2DD88429D};2575991;1217555;796
{E93AF393-446C-4DCD-8D7B-885C899E8793};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{047CBF15-A30A-4258-B4DA-D405BF870448};Twannbach;fremd;Hochdeutsch inkl. Lokalsprachen;Exonym;{FFCAFAA6-AF84-4525-AAB4-2CB2DD88429D};2575991;1217555;796
{F07B7559-1F02-4FB4-898C-F49E2A12FCBE};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2CE7B363-D2B2-4F47-9DF4-B5D28F4D1053};Gärstenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2669156;1160789;2166
{259295B9-583A-49CC-8AC7-10533550220A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{5A659F9A-8EC5-46EC-AC76-EE241212AB46};Torrent de la Croix;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2583672;1089445;2260
{B57E294A-D763-48E5-B341-46DBB228F902};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{5AD880CA-05D2-407E-B265-6FBFA7007BE0};Le Doubs;offiziell;Franzoesisch inkl. Lokalsprachen;Endonym;{7C5D08C1-C950-421F-81C9-95943680A348};2544970;1215375;722
{B57E294A-D763-48E5-B341-46DBB228F902};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{E99490BA-29F1-4F6C-B6FD-EACB311DA094};Saut du Doubs;offiziell;Franzoesisch inkl. Lokalsprachen;Endonym;{7C5D08C1-C950-421F-81C9-95943680A348};2544970;1215375;722
{F8221F24-BDBD-4474-9DA7-6D1E66CA03BD};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{7A9D9988-1EF4-4639-B48A-3AB058839DC5};Goleggbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2663000;1162291;2497
{CF041015-324C-4EB8-9B98-2CFC77325D2A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{72A51D6C-68FD-4FD9-A2DB-A471F2B1E398};Grossa;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2639952;1129822;1159
{9D1B0CD6-BABC-4B0F-9AF8-3FF78ADC8A66};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{72A51D6C-68FD-4FD9-A2DB-A471F2B1E398};Grossa;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2627108;1129464;914
{3F4FD211-8400-4B1F-BCA7-66366A939824};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2C9BAF51-CB47-417A-9F42-1D09EB261966};Ruisseau de Prâ Melê;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2571801;1160408;710
{1221C590-ED0A-428B-898A-D1B0252ECE4C};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{C02CF64F-759A-48F3-A51D-40E9EC883D3E};Grüttbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2610403;1225051;448
{906AB7E5-F326-4E1D-B0D4-23641857C417};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{37C82858-8660-4D35-B31A-C28F1A350FC1};Muelersbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2584708;1175389;843
{192DFED5-5955-448A-88C4-EFCDE36AC035};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{CD25E69F-6BE0-4415-B174-C875752AE366};Ruisseau de la Petite Cithard;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2564298;1156036;1308
{E45985E4-7D5B-47B1-BE46-C72E410B8F91};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{F816DD4C-C5D3-468C-8ACA-3AA105C55A8F};La Trame;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2579776;1231659;790
{789E9B22-D19E-4CAA-82B6-DA5B9733C136};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{CF26BD01-2CE9-4C81-A20C-38625C8EDCB2};Valegg del Pèscia;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2710443;1125405;1286
{D5A1B7C3-A18B-4E33-83AF-0344D4948642};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{B8FDD6A0-1417-471C-8CB6-E14C42557534};Ruisseau du Bainoz;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2553573;1185269;537
{C44CC007-18FD-4E12-879D-218815DF7F3A};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{8445CD19-05B8-4C64-A9EB-C2811B5DCF1C};Riascio;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2699399;1152176;1465
{A558E2A1-E905-436B-91E3-42F83E52A3C5};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{8445CD19-05B8-4C64-A9EB-C2811B5DCF1C};Riascio;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2715882;1159052;1476
{302190FE-3FB5-46F4-B5DE-07F0E2C32E68};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{8EB4AD3D-CA8E-42BA-8E5B-67D60F1C78ED};Blab Bächli;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2774349;1187744;1480
{823EA061-91E5-4735-8FED-8501A7CD108B};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2308645D-5DF9-416D-AAA5-93E5E723691C};Tuenbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2712402;1266542;496
{8C35C4EA-340F-4AE8-9C1D-1301E964C4C1};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{22F2082B-3E19-4411-B598-82B9AC9BA178};L'Orbe;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2520837;1175125;714
{77EEE247-B08C-4925-9A0E-6AD35411CD68};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{22F2082B-3E19-4411-B598-82B9AC9BA178};L'Orbe;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2514725;1169044;1001
{6E83B964-5240-4371-949A-DD2C252C2A87};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{22F2082B-3E19-4411-B598-82B9AC9BA178};L'Orbe;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2531162;1175112;441
{6DD9170B-E211-43BA-9304-3FD34EF14A72};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{22F2082B-3E19-4411-B598-82B9AC9BA178};L'Orbe;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2517079;1173039;753
{F6653087-AD6D-4D11-B727-4363F5B76078};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{22F2082B-3E19-4411-B598-82B9AC9BA178};L'Orbe;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2504706;1159474;1020
{F1123029-1402-4B90-9334-53F375C6AA4E};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{22F2082B-3E19-4411-B598-82B9AC9BA178};L'Orbe;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2525019;1176024;571
{F6D65888-7C2E-4E20-A4BB-BBA6F8434C31};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{22F2082B-3E19-4411-B598-82B9AC9BA178};L'Orbe;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2521055;1174925;690
{CD416183-F2F3-45B7-8BEA-9EC2C5C66B68};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{AEEADF6E-0A4A-4CD4-B375-E4FC5BACCD90};Rouge Eau;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2585287;1245749;506
{EC071322-EA75-4ABD-B15B-4C2A8B2FB8E9};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{865F2A32-F7F1-47A4-8A97-486875661E22};Ruisseau d'Afflon;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2572589;1156591;761
{75CD0500-31C8-4DAF-B73E-E05028B7F8AD};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{166FA68E-5CC5-4DE8-B583-2E5097C11F25};Ri Foch [ITA];offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2700498;1149396;944
{AA17E6CD-2EF1-4EEF-A78F-083042AB8C1B};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2E290C5A-32CD-48E1-94BE-AD7F6ED6E5D0};Dersbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2675738;1224446;453
{BA2AF2D7-90EE-473A-A1E1-C880403975F8};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{2E290C5A-32CD-48E1-94BE-AD7F6ED6E5D0};Dersbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2676733;1224180;424
{A1E0A306-CAC4-4353-8D90-63560231EAEF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{7B5D1848-6594-4130-A83F-309329DAD379};Törbelbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2630793;1121469;1748
{46709423-0BB0-4CB4-BF42-CA9DA2D7106B};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{7B5D1848-6594-4130-A83F-309329DAD379};Törbelbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2628290;1120863;2572
{C365E2E0-34AB-4C5B-93D6-AF79FF880BB1};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{7B5D1848-6594-4130-A83F-309329DAD379};Törbelbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2628031;1121013;2593
{E053E52B-F89C-4F1B-BABF-BA81F0A703E2};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{7B5D1848-6594-4130-A83F-309329DAD379};Törbelbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2628170;1120853;2576
{4A5B5986-2FBB-4BDF-B238-6FE65AAE76D5};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{087767EF-0CF9-495F-8D62-46597B9EE8C0};Rischbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2654402;1199248;1397
{FEC7F184-1C6B-474A-9522-2AFE58C91231};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{3975EA09-D23B-46E4-83C3-7B5BED959157};Blaubergbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2675926;1158005;2398
{B917D4E2-0053-417E-A0FA-4A3E5B30CF25};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{A7014D0A-6276-4072-9A90-86214230C5EC};Cordastbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2579288;1193191;544
{83D2AAB2-A988-4CB7-AFFD-360ACA9272AE};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{45345F95-BA6C-4B1B-BDBE-72627874F5CE};Fätschi;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2620159;1126688;953
{891706E9-F26F-4E93-B3F5-7E4ACEAE25C6};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{9A5626A3-D725-4FFC-B0B8-AA3E69E4DFC5};Thur;offiziell;Hochdeutsch inkl. Lokalsprachen;Endonym;{4E8425CE-E276-40EF-9517-E932B57F2512};2734682;1230437;799
{891706E9-F26F-4E93-B3F5-7E4ACEAE25C6};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{47150D85-7152-4298-B46E-CE2A47B77039};Ober Giessenfall;offiziell;Hochdeutsch inkl. Lokalsprachen;Endonym;{4E8425CE-E276-40EF-9517-E932B57F2512};2734682;1230437;799
{CF3A0E72-CB19-47DF-B9CA-8D5D59CD6589};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{3D650D00-868F-45AC-A961-FE780EEB5233};Le Dar;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2582234;1132001;2046
{984294E7-20A6-4337-9AE6-092B679834A9};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{3D650D00-868F-45AC-A961-FE780EEB5233};Le Dar;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2580320;1132782;1294
{212EC501-CC74-4B79-92C5-91816DB4BC2F};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{36ECA9E2-21EC-4B38-9D59-ADE2DC22C050};Secklisbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2674413;1193407;845
{3A320759-5729-4213-B14E-7F1416B59F72};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{36ECA9E2-21EC-4B38-9D59-ADE2DC22C050};Secklisbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2673185;1194391;578
{CB682B35-3FC8-4FEB-B99B-1D1B216C0EB1};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{5DAF852E-1758-4348-8C23-00C3A974970F};Rià di Molin;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2736295;1121074;1759
{FA381F37-1B51-4087-85D7-6F77E2E4F7F7};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{88488B4F-C27D-448E-9F57-0E20474A2B2B};Ri di Suaggia;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2710176;1142531;1020
{2257838A-CA86-49E1-B51A-F7F3B0EFF5F9};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{C16043B4-AB2D-4EB3-AFAC-8F7994B8892C};Riale di Carecchio;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2711675;1124156;1083
{235C7D9E-7138-40B5-AE6D-400602C007E5};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{AFE1AD95-62D3-48A2-9987-34CAD3570860};Ri d'Arbeola;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2730872;1143168;1750
{532AF5F7-1FD2-4ADE-B5B6-94FCCE35C9AF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{D2AEB881-6E89-404C-9CC8-C10E039BA854};Ruisseau de Champin;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2569010;1172940;773
{A89A6358-535D-4E6E-BB4D-3D69E58EC294};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{4B276D51-5D35-43D4-B84B-9B5CB63CD75C};Torrent du Valsorey;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2584805;1086685;2108
{13A92A07-D547-4728-8987-9E5CDE6AFCAA};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{7D58098A-84D7-492E-9D01-181142E6B00F};Speuzibach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2678840;1209607;1023
{77945FF2-1E55-4AA9-9D19-AFA68FC802BB};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{E876E56F-CD1C-4EF9-9423-4E928C2AAFFB};Mieseggbach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2705759;1220710;1070
{E1A884C5-EEC7-4076-B5BF-B8CA2BC07EED};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{A8D7886E-FE1D-4D16-82A1-AF27DD80DFBC};Ri di Paraula;offiziell;Italienisch inkl. Lokalsprachen;Einfacher Name;;2689348;1134623;1264
{8C04CD4A-B4B9-420C-B2F8-2E236963E1B6};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{33621D80-DDA1-4C3E-8D76-9F902ED2C623};Agualitsch;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2796766;1169846;2150
{9097EB2E-8D73-4B0B-84FE-CA7E693572CF};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{3450F02D-645D-47ED-AAAF-616FA69A3AB4};Aua da Milà;offiziell;Rumantsch Grischun inkl. Lokalsprachen;Einfacher Name;;2699369;1171570;1746
{593E3D97-6119-4CEA-B0E2-873C41FDCE94};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{BC8C40C8-3D84-4216-BD30-8DAF29DB6780};Lipperebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2651145;1202305;1085
{D23109F7-8DF7-4E56-90CA-DB48E8E01204};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{F0390549-C689-447F-B7C6-3D5558C9BCD7};Ruisseau de Lava Boiu;offiziell;Franzoesisch inkl. Lokalsprachen;Einfacher Name;;2546514;1164931;772
{ADAEED94-76B0-4996-BC8F-8886FFDB4BA2};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0E044F88-EF95-4C28-9349-D107F0FF286C};Sägebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2755725;1252813;884
{C2C4A60F-50D5-4631-BEB4-E55C45100291};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0E044F88-EF95-4C28-9349-D107F0FF286C};Sägebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2739189;1248700;756
{AA0C5651-B4F1-4BFC-AA72-95EC6049BF71};Fliessgewaesser;TLM_FLIESSGEWAESSER;k_W;{0E044F88-EF95-4C28-9349-D107F0FF286C};Sägebach;offiziell;Hochdeutsch inkl. Lokalsprachen;Einfacher Name;;2729508;1236327;840
